,Feature,Classifier,ROC AUC,Accuracy,Correlation,Norm Confusion Matrix,Retrieval Calls,In-Accuracy_init_mean,In-Accuracy_bootstrap_mean,In-Accuracy_CI_lower,In-Accuracy_CI_higher,In-Accuracy_std,Mean Tokens_init_mean,Mean Tokens_bootstrap_mean,Mean Tokens_CI_lower,Mean Tokens_CI_higher,Mean Tokens_std,EM_init_mean,EM_bootstrap_mean,EM_CI_lower,EM_CI_higher,EM_std,F1_init_mean,F1_bootstrap_mean,F1_CI_lower,F1_CI_higher,F1_std,Dataset,LLM Call,is_baseline,UC_rate,overconfidence,conservativeness
295,Min Entropy,KNN,0.539,0.698,0.17,"[[0.036, 0.25], [0.052, 0.662]]",0.91,0.396,0.396,0.354,0.438,0.022,1132.164,1131.274,1092.527,1168.08,18.933,0.372,0.372,0.33,0.416,0.022,0.482,0.482,0.443,0.521,0.02,hotpotqa,1.9100000000000001,0,0.912,0.052,0.25
296,Min Entropy,MLP,0.609,0.714,0.17,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
297,Min Entropy,Decision Tree,0.474,0.688,0.17,"[[0.046, 0.24], [0.072, 0.642]]",0.88,0.398,0.398,0.356,0.442,0.022,1093.342,1092.317,1053.323,1132.103,20.159,0.376,0.376,0.332,0.42,0.022,0.486,0.486,0.448,0.526,0.02,hotpotqa,1.88,0,0.882,0.072,0.24
298,Min Entropy,Threshold,0.609,0.712,0.17,"[[0.0, 0.286], [0.002, 0.712]]",1.0,0.41,0.41,0.368,0.452,0.022,1231.28,1230.575,1208.172,1253.683,11.277,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.002,0.286
299,Mean Probability,Logistic Regression,0.667,0.714,0.262,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
300,Mean Probability,KNN,0.631,0.722,0.262,"[[0.066, 0.22], [0.058, 0.656]]",0.88,0.406,0.406,0.364,0.45,0.022,1079.194,1079.133,1038.572,1118.834,20.203,0.384,0.384,0.34,0.426,0.022,0.494,0.494,0.455,0.533,0.02,hotpotqa,1.88,0,0.876,0.058,0.22
301,Mean Probability,MLP,0.667,0.714,0.262,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
302,Mean Probability,Decision Tree,0.652,0.722,0.262,"[[0.02, 0.266], [0.012, 0.702]]",0.97,0.412,0.412,0.37,0.456,0.022,1193.266,1192.643,1162.43,1222.464,14.837,0.388,0.388,0.344,0.43,0.022,0.498,0.498,0.461,0.537,0.02,hotpotqa,1.97,0,0.968,0.012,0.266
303,Mean Probability,Threshold,0.667,0.72,0.262,"[[0.02, 0.266], [0.014, 0.7]]",0.97,0.412,0.412,0.37,0.456,0.022,1189.782,1189.131,1159.568,1217.695,14.904,0.388,0.388,0.344,0.43,0.022,0.498,0.498,0.461,0.537,0.02,hotpotqa,1.97,0,0.966,0.014,0.266
304,Max Probability,Logistic Regression,0.654,0.716,0.241,"[[0.002, 0.284], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1232.118,1231.572,1209.446,1254.895,11.367,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.0,0.284
305,Max Probability,KNN,0.604,0.708,0.241,"[[0.032, 0.254], [0.038, 0.676]]",0.93,0.408,0.408,0.366,0.452,0.022,1146.182,1145.394,1109.904,1177.185,17.02,0.382,0.382,0.338,0.424,0.022,0.493,0.493,0.453,0.533,0.02,hotpotqa,1.9300000000000002,0,0.93,0.038,0.254
306,Max Probability,MLP,0.654,0.716,0.241,"[[0.002, 0.284], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1232.118,1231.572,1209.446,1254.895,11.367,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.0,0.284
307,Max Probability,Decision Tree,0.619,0.702,0.241,"[[0.008, 0.278], [0.02, 0.694]]",0.97,0.41,0.41,0.368,0.454,0.022,1203.896,1203.434,1174.954,1232.369,14.142,0.386,0.386,0.344,0.428,0.022,0.497,0.497,0.46,0.537,0.02,hotpotqa,1.97,0,0.972,0.02,0.278
308,Max Probability,Threshold,0.654,0.716,0.241,"[[0.002, 0.284], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1232.118,1231.572,1209.446,1254.895,11.367,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.0,0.284
309,Median Probability,Logistic Regression,0.619,0.714,0.186,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
310,Median Probability,KNN,0.538,0.718,0.186,"[[0.016, 0.27], [0.012, 0.702]]",0.97,0.406,0.406,0.364,0.448,0.022,1199.96,1199.262,1171.886,1226.744,14.153,0.382,0.382,0.338,0.424,0.022,0.493,0.493,0.456,0.532,0.02,hotpotqa,1.97,0,0.972,0.012,0.27
311,Median Probability,MLP,0.619,0.714,0.186,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
312,Median Probability,Decision Tree,0.597,0.712,0.186,"[[0.004, 0.282], [0.006, 0.708]]",0.99,0.408,0.408,0.364,0.45,0.022,1223.858,1223.076,1199.59,1247.225,12.381,0.384,0.384,0.34,0.426,0.022,0.496,0.496,0.458,0.535,0.02,hotpotqa,1.99,0,0.99,0.006,0.282
313,Median Probability,Threshold,0.619,0.718,0.186,"[[0.004, 0.282], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1229.512,1228.942,1205.406,1252.948,11.849,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.996,0.0,0.282
314,Min Probability,Logistic Regression,0.608,0.714,0.169,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
315,Min Probability,KNN,0.536,0.716,0.169,"[[0.024, 0.262], [0.022, 0.692]]",0.95,0.406,0.406,0.366,0.448,0.022,1181.29,1180.567,1149.247,1211.735,15.919,0.384,0.384,0.342,0.426,0.022,0.492,0.492,0.457,0.531,0.02,hotpotqa,1.95,0,0.954,0.022,0.262
316,Min Probability,MLP,0.392,0.714,0.169,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
317,Min Probability,Decision Tree,0.556,0.714,0.169,"[[0.026, 0.26], [0.026, 0.688]]",0.95,0.406,0.406,0.366,0.448,0.022,1175.642,1175.26,1142.72,1208.816,16.373,0.382,0.382,0.34,0.424,0.022,0.493,0.493,0.457,0.532,0.02,hotpotqa,1.95,0,0.948,0.026,0.26
318,Min Probability,Threshold,0.608,0.712,0.169,"[[0.0, 0.286], [0.002, 0.712]]",1.0,0.41,0.41,0.368,0.452,0.022,1231.28,1230.575,1208.172,1253.683,11.277,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.002,0.286
319,PTrue,Logistic Regression,0.538,0.714,0.059,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
320,PTrue,KNN,0.505,0.686,0.059,"[[0.03, 0.256], [0.058, 0.656]]",0.91,0.406,0.406,0.364,0.448,0.022,1133.2,1131.986,1094.435,1168.267,18.7,0.382,0.382,0.34,0.426,0.022,0.489,0.489,0.452,0.528,0.02,hotpotqa,1.9100000000000001,0,0.912,0.058,0.256
321,PTrue,MLP,0.538,0.714,0.059,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
322,PTrue,Decision Tree,0.525,0.694,0.059,"[[0.01, 0.276], [0.03, 0.684]]",0.96,0.408,0.408,0.366,0.45,0.022,1186.12,1185.403,1156.501,1216.516,15.123,0.384,0.384,0.342,0.426,0.022,0.494,0.494,0.457,0.534,0.02,hotpotqa,1.96,0,0.96,0.03,0.276
323,PTrue,Threshold,0.538,0.712,0.059,"[[0.002, 0.284], [0.004, 0.71]]",0.99,0.408,0.408,0.366,0.45,0.022,1227.058,1226.435,1203.702,1250.781,11.809,0.384,0.384,0.34,0.426,0.022,0.496,0.495,0.457,0.534,0.02,hotpotqa,1.99,0,0.994,0.004,0.284
324,Mean PMI,Logistic Regression,0.509,0.714,0.015,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
325,Mean PMI,KNN,0.547,0.7,0.015,"[[0.008, 0.278], [0.022, 0.692]]",0.97,0.404,0.404,0.362,0.448,0.022,1193.858,1193.352,1164.551,1221.474,14.744,0.384,0.384,0.342,0.428,0.022,0.491,0.491,0.453,0.53,0.02,hotpotqa,1.97,0,0.97,0.022,0.278
326,Mean PMI,MLP,0.491,0.714,0.015,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
327,Mean PMI,Decision Tree,0.561,0.722,0.015,"[[0.016, 0.27], [0.008, 0.706]]",0.98,0.408,0.408,0.366,0.45,0.022,1203.91,1203.879,1177.466,1229.887,13.474,0.382,0.382,0.338,0.424,0.022,0.496,0.496,0.458,0.534,0.02,hotpotqa,1.98,0,0.976,0.008,0.27
328,Mean PMI,Threshold,0.509,0.714,0.015,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
329,Mean CPMI,Logistic Regression,0.583,0.714,-0.13,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
330,Mean CPMI,KNN,0.539,0.69,-0.13,"[[0.024, 0.262], [0.048, 0.666]]",0.93,0.406,0.406,0.362,0.448,0.022,1143.998,1143.628,1108.024,1176.926,17.367,0.382,0.382,0.338,0.426,0.022,0.491,0.491,0.452,0.53,0.02,hotpotqa,1.9300000000000002,0,0.928,0.048,0.262
331,Mean CPMI,MLP,0.583,0.714,-0.13,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
332,Mean CPMI,Decision Tree,0.593,0.718,-0.13,"[[0.008, 0.278], [0.004, 0.71]]",0.99,0.41,0.41,0.368,0.452,0.022,1220.806,1220.216,1195.554,1244.534,12.447,0.384,0.384,0.34,0.426,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,1.99,0,0.988,0.004,0.278
333,Mean CPMI,Threshold,0.417,0.714,-0.13,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
334,RenyiNeg,Logistic Regression,0.631,0.714,-0.205,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
335,RenyiNeg,KNN,0.536,0.686,-0.205,"[[0.012, 0.274], [0.04, 0.674]]",0.95,0.402,0.402,0.36,0.444,0.022,1167.83,1167.238,1135.06,1197.118,16.332,0.38,0.38,0.336,0.422,0.022,0.487,0.487,0.447,0.525,0.02,hotpotqa,1.95,0,0.948,0.04,0.274
336,RenyiNeg,MLP,0.631,0.714,-0.205,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
337,RenyiNeg,Decision Tree,0.587,0.71,-0.205,"[[0.012, 0.274], [0.016, 0.698]]",0.97,0.414,0.414,0.372,0.456,0.022,1200.506,1199.949,1172.781,1226.475,13.826,0.39,0.39,0.346,0.432,0.022,0.5,0.5,0.463,0.54,0.02,hotpotqa,1.97,0,0.972,0.016,0.274
338,RenyiNeg,Threshold,0.369,0.712,-0.205,"[[0.0, 0.286], [0.002, 0.712]]",1.0,0.41,0.41,0.368,0.452,0.022,1231.858,1231.49,1208.932,1254.212,11.401,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.002,0.286
339,FisherRao,Logistic Regression,0.639,0.714,-0.217,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
340,FisherRao,KNN,0.511,0.692,-0.217,"[[0.016, 0.27], [0.038, 0.676]]",0.95,0.406,0.406,0.362,0.448,0.022,1172.398,1171.915,1138.377,1203.299,16.494,0.382,0.382,0.336,0.424,0.022,0.49,0.49,0.451,0.528,0.02,hotpotqa,1.95,0,0.946,0.038,0.27
341,FisherRao,MLP,0.361,0.714,-0.217,"[[0.0, 0.286], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1234.548,1233.954,1213.274,1256.783,11.05,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,1.0,0.0,0.286
342,FisherRao,Decision Tree,0.528,0.7,-0.217,"[[0.008, 0.278], [0.022, 0.692]]",0.97,0.408,0.408,0.364,0.45,0.022,1201.676,1201.181,1172.381,1228.495,13.867,0.386,0.386,0.342,0.43,0.022,0.493,0.493,0.457,0.532,0.02,hotpotqa,1.97,0,0.97,0.022,0.278
343,FisherRao,Threshold,0.361,0.71,-0.217,"[[0.0, 0.286], [0.004, 0.71]]",1.0,0.41,0.41,0.368,0.452,0.022,1229.896,1229.418,1207.001,1253.389,11.656,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.996,0.004,0.286
344,Semantic Entropy,Logistic Regression,0.676,0.726,0.276,"[[0.04, 0.246], [0.028, 0.686]]",0.93,0.412,0.412,0.368,0.454,0.022,1150.754,1149.964,1117.379,1183.887,17.181,0.386,0.386,0.344,0.428,0.022,0.499,0.499,0.461,0.538,0.02,hotpotqa,1.9300000000000002,0,0.932,0.028,0.246
345,Semantic Entropy,KNN,0.604,0.714,0.276,"[[0.06, 0.226], [0.06, 0.654]]",0.88,0.404,0.404,0.362,0.446,0.022,1084.862,1083.737,1043.754,1123.191,20.027,0.378,0.378,0.336,0.422,0.022,0.49,0.49,0.452,0.528,0.02,hotpotqa,1.88,0,0.88,0.06,0.226
346,Semantic Entropy,MLP,0.676,0.73,0.276,"[[0.052, 0.234], [0.036, 0.678]]",0.91,0.412,0.412,0.368,0.454,0.022,1125.584,1124.52,1088.727,1160.4,18.178,0.386,0.386,0.344,0.428,0.022,0.498,0.498,0.461,0.538,0.02,hotpotqa,1.9100000000000001,0,0.912,0.036,0.234
347,Semantic Entropy,Decision Tree,0.644,0.722,0.276,"[[0.052, 0.234], [0.044, 0.67]]",0.9,0.41,0.41,0.368,0.454,0.022,1113.324,1112.118,1074.345,1147.876,18.817,0.384,0.384,0.342,0.426,0.022,0.496,0.496,0.459,0.536,0.02,hotpotqa,1.9,0,0.904,0.044,0.234
348,Semantic Entropy,Threshold,0.676,0.728,0.276,"[[0.056, 0.23], [0.042, 0.672]]",0.9,0.41,0.41,0.368,0.454,0.022,1112.692,1111.514,1075.192,1147.604,18.777,0.384,0.384,0.342,0.426,0.022,0.496,0.496,0.459,0.536,0.02,hotpotqa,1.9,0,0.902,0.042,0.23
349,CCP,Logistic Regression,0.65,0.716,0.234,"[[0.002, 0.284], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1232.118,1231.572,1209.446,1254.895,11.367,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.0,0.284
350,CCP,KNN,0.594,0.698,0.234,"[[0.038, 0.248], [0.054, 0.66]]",0.91,0.402,0.402,0.36,0.446,0.022,1120.55,1119.122,1085.042,1155.295,18.689,0.378,0.378,0.334,0.422,0.022,0.488,0.488,0.451,0.527,0.02,hotpotqa,1.9100000000000001,0,0.908,0.054,0.248
351,CCP,MLP,0.65,0.72,0.234,"[[0.008, 0.278], [0.002, 0.712]]",0.99,0.41,0.41,0.368,0.452,0.022,1222.59,1222.094,1199.984,1246.901,12.245,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.459,0.535,0.02,hotpotqa,1.99,0,0.99,0.002,0.278
352,CCP,Decision Tree,0.583,0.702,0.234,"[[0.02, 0.266], [0.032, 0.682]]",0.95,0.4,0.4,0.358,0.442,0.022,1172.16,1171.311,1141.46,1203.024,15.863,0.376,0.376,0.332,0.42,0.022,0.486,0.486,0.449,0.525,0.02,hotpotqa,1.95,0,0.948,0.032,0.266
353,CCP,Threshold,0.65,0.716,0.234,"[[0.002, 0.284], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1232.118,1231.572,1209.446,1254.895,11.367,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.0,0.284
354,SAR,Logistic Regression,0.694,0.728,0.303,"[[0.064, 0.222], [0.05, 0.664]]",0.89,0.406,0.406,0.364,0.45,0.022,1091.426,1090.544,1054.649,1128.892,19.82,0.38,0.38,0.338,0.424,0.022,0.494,0.494,0.457,0.533,0.02,hotpotqa,1.8900000000000001,0,0.886,0.05,0.222
355,SAR,KNN,0.653,0.704,0.303,"[[0.07, 0.216], [0.08, 0.634]]",0.85,0.396,0.396,0.354,0.438,0.022,1048.374,1047.504,1008.479,1087.916,21.118,0.378,0.378,0.334,0.42,0.022,0.486,0.485,0.445,0.526,0.02,hotpotqa,1.85,0,0.85,0.08,0.216
356,SAR,MLP,0.694,0.73,0.303,"[[0.068, 0.218], [0.052, 0.662]]",0.88,0.406,0.406,0.364,0.45,0.022,1083.57,1082.499,1043.597,1122.096,20.049,0.38,0.38,0.338,0.424,0.022,0.494,0.494,0.457,0.533,0.02,hotpotqa,1.88,0,0.88,0.052,0.218
357,SAR,Decision Tree,0.641,0.734,0.303,"[[0.058, 0.228], [0.038, 0.676]]",0.9,0.412,0.412,0.368,0.454,0.022,1114.33,1113.516,1078.105,1150.098,18.792,0.386,0.386,0.344,0.428,0.022,0.5,0.5,0.463,0.538,0.02,hotpotqa,1.9,0,0.904,0.038,0.228
358,SAR,Threshold,0.694,0.73,0.303,"[[0.046, 0.24], [0.03, 0.684]]",0.92,0.41,0.41,0.366,0.452,0.022,1139.374,1138.755,1105.851,1173.059,17.431,0.386,0.386,0.342,0.428,0.022,0.499,0.499,0.461,0.538,0.02,hotpotqa,1.92,0,0.924,0.03,0.24
359,SentenceSAR,Logistic Regression,0.701,0.728,0.314,"[[0.054, 0.232], [0.04, 0.674]]",0.91,0.406,0.406,0.364,0.448,0.022,1116.132,1115.027,1079.576,1151.222,18.238,0.38,0.38,0.338,0.422,0.022,0.493,0.493,0.456,0.532,0.02,hotpotqa,1.9100000000000001,0,0.906,0.04,0.232
360,SentenceSAR,KNN,0.68,0.716,0.314,"[[0.07, 0.216], [0.068, 0.646]]",0.86,0.404,0.404,0.36,0.446,0.022,1063.354,1063.075,1022.166,1104.117,20.836,0.38,0.38,0.338,0.42,0.022,0.491,0.491,0.452,0.53,0.02,hotpotqa,1.8599999999999999,0,0.862,0.068,0.216
361,SentenceSAR,MLP,0.701,0.728,0.314,"[[0.058, 0.228], [0.044, 0.67]]",0.9,0.402,0.402,0.36,0.446,0.022,1105.764,1104.643,1068.195,1142.451,19.086,0.376,0.376,0.334,0.418,0.022,0.489,0.489,0.452,0.528,0.02,hotpotqa,1.9,0,0.898,0.044,0.228
362,SentenceSAR,Decision Tree,0.659,0.726,0.314,"[[0.054, 0.232], [0.042, 0.672]]",0.9,0.41,0.41,0.368,0.45,0.022,1112.274,1112.185,1078.151,1148.63,18.747,0.384,0.384,0.34,0.426,0.022,0.497,0.497,0.457,0.535,0.02,hotpotqa,1.9,0,0.904,0.042,0.232
363,SentenceSAR,Threshold,0.701,0.728,0.314,"[[0.042, 0.244], [0.028, 0.686]]",0.93,0.41,0.41,0.366,0.452,0.022,1145.922,1145.323,1112.959,1180.142,17.07,0.384,0.384,0.34,0.426,0.022,0.498,0.498,0.46,0.538,0.02,hotpotqa,1.9300000000000002,0,0.93,0.028,0.244
364,NumSemSets,Logistic Regression,0.659,0.724,0.255,"[[0.03, 0.256], [0.02, 0.694]]",0.95,0.412,0.412,0.37,0.454,0.022,1173.036,1172.429,1140.547,1203.866,15.557,0.386,0.386,0.342,0.428,0.022,0.502,0.502,0.464,0.539,0.02,hotpotqa,1.95,0,0.95,0.02,0.256
365,NumSemSets,KNN,0.646,0.724,0.255,"[[0.03, 0.256], [0.02, 0.694]]",0.95,0.412,0.412,0.37,0.454,0.022,1173.036,1172.429,1140.547,1203.866,15.557,0.386,0.386,0.342,0.428,0.022,0.502,0.502,0.464,0.539,0.02,hotpotqa,1.95,0,0.95,0.02,0.256
366,NumSemSets,MLP,0.659,0.726,0.255,"[[0.064, 0.222], [0.052, 0.662]]",0.88,0.406,0.406,0.364,0.448,0.022,1088.758,1088.158,1051.02,1125.946,19.705,0.382,0.382,0.34,0.424,0.022,0.496,0.496,0.458,0.533,0.02,hotpotqa,1.88,0,0.884,0.052,0.222
367,NumSemSets,Decision Tree,0.645,0.724,0.255,"[[0.03, 0.256], [0.02, 0.694]]",0.95,0.412,0.412,0.37,0.454,0.022,1173.036,1172.429,1140.547,1203.866,15.557,0.386,0.386,0.342,0.428,0.022,0.502,0.502,0.464,0.539,0.02,hotpotqa,1.95,0,0.95,0.02,0.256
368,NumSemSets,Threshold,0.659,0.724,0.255,"[[0.03, 0.256], [0.02, 0.694]]",0.95,0.412,0.412,0.37,0.454,0.022,1173.036,1172.429,1140.547,1203.866,15.557,0.386,0.386,0.342,0.428,0.022,0.502,0.502,0.464,0.539,0.02,hotpotqa,1.95,0,0.95,0.02,0.256
369,EigValLaplacian,Logistic Regression,0.67,0.728,0.266,"[[0.054, 0.232], [0.04, 0.674]]",0.91,0.41,0.41,0.368,0.452,0.022,1117.672,1116.866,1079.986,1152.739,18.842,0.382,0.382,0.338,0.424,0.022,0.501,0.5,0.463,0.538,0.02,hotpotqa,1.9100000000000001,0,0.906,0.04,0.232
370,EigValLaplacian,KNN,0.661,0.726,0.266,"[[0.056, 0.23], [0.044, 0.67]]",0.9,0.406,0.406,0.362,0.448,0.022,1115.854,1115.033,1077.874,1153.542,19.349,0.382,0.382,0.338,0.426,0.022,0.496,0.496,0.457,0.534,0.02,hotpotqa,1.9,0,0.9,0.044,0.23
371,EigValLaplacian,MLP,0.67,0.726,0.266,"[[0.054, 0.232], [0.042, 0.672]]",0.9,0.408,0.408,0.366,0.45,0.022,1115.83,1114.974,1078.409,1150.971,19.038,0.382,0.382,0.338,0.424,0.022,0.499,0.499,0.461,0.537,0.02,hotpotqa,1.9,0,0.904,0.042,0.232
372,EigValLaplacian,Decision Tree,0.651,0.722,0.266,"[[0.016, 0.27], [0.008, 0.706]]",0.98,0.408,0.408,0.366,0.452,0.022,1205.496,1204.853,1179.464,1230.67,13.556,0.384,0.384,0.342,0.426,0.022,0.496,0.496,0.46,0.534,0.02,hotpotqa,1.98,0,0.976,0.008,0.27
373,EigValLaplacian,Threshold,0.67,0.724,0.266,"[[0.032, 0.254], [0.022, 0.692]]",0.95,0.408,0.408,0.366,0.45,0.022,1169.646,1168.877,1138.196,1199.488,16.028,0.384,0.384,0.34,0.426,0.022,0.498,0.498,0.459,0.535,0.02,hotpotqa,1.95,0,0.946,0.022,0.254
374,DegMat,Logistic Regression,0.673,0.716,0.271,"[[0.002, 0.284], [0.0, 0.714]]",1.0,0.41,0.41,0.368,0.452,0.022,1232.896,1232.28,1210.448,1255.533,11.317,0.386,0.386,0.342,0.428,0.022,0.497,0.497,0.46,0.535,0.02,hotpotqa,2.0,0,0.998,0.0,0.284
375,DegMat,KNN,0.628,0.702,0.271,"[[0.066, 0.22], [0.078, 0.636]]",0.86,0.388,0.388,0.348,0.43,0.022,1060.13,1058.889,1016.776,1098.735,21.417,0.368,0.368,0.328,0.41,0.021,0.479,0.479,0.441,0.517,0.02,hotpotqa,1.8599999999999999,0,0.856,0.078,0.22
376,DegMat,MLP,0.673,0.72,0.271,"[[0.036, 0.25], [0.03, 0.684]]",0.93,0.408,0.408,0.364,0.45,0.022,1153.458,1152.43,1119.877,1186.608,16.862,0.384,0.384,0.342,0.426,0.022,0.498,0.498,0.46,0.536,0.02,hotpotqa,1.9300000000000002,0,0.934,0.03,0.25
377,DegMat,Decision Tree,0.633,0.706,0.271,"[[0.002, 0.284], [0.01, 0.704]]",0.99,0.41,0.41,0.368,0.452,0.022,1219.314,1218.839,1194.896,1243.486,12.453,0.386,0.386,0.342,0.428,0.022,0.496,0.496,0.459,0.536,0.02,hotpotqa,1.99,0,0.988,0.01,0.284
